ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log
0.0,21.89,0,0.624,5.942,93.5,1.9669,4,21.2,17.4,0,0.2796297392609525,6.082218910376446,2.884800712846709
0.0,21.89,0,0.624,6.454,98.4,1.8498,4,21.2,17.1,0,0.3018290306776389,6.082218910376446,2.7466296830696852
0.0,21.89,0,0.624,5.857,98.2,1.6686,4,21.2,13.3,0,0.22298353851284425,6.082218910376446,3.1054831375131102
0.0,21.89,0,0.624,6.151,97.9,1.6687,4,21.2,17.8,0,0.43471318246714963,6.082218910376446,2.968361076757859
0.0,21.89,0,0.624,6.174,93.6,1.6119,4,21.2,14.0,0,0.2553396495305266,6.082218910376446,3.22525543183224
0.0,21.89,0,0.624,5.019,100.0,1.4394,4,21.2,14.4,0,0.9664666021758896,6.082218910376446,3.495370551679405
0.0,19.58,0,0.871,5.403,100.0,1.3216,5,14.7,13.4,0,1.4634984282783583,6.0014148779611505,3.325755186495297
0.0,19.58,0,0.871,5.468,100.0,1.4118,5,14.7,15.6,0,1.6287306058145095,6.0014148779611505,3.3112726741341683
0.0,19.58,0,0.871,4.903,97.8,1.3459,5,14.7,11.8,0,1.3296552241970494,6.0014148779611505,3.410817625039146
0.0,19.58,0,0.871,6.13,100.0,1.4191,5,14.7,13.8,0,1.2176804241557975,6.0014148779611505,3.3603753871419
0.0,19.58,0,0.871,5.628,100.0,1.5166,5,14.7,15.6,0,1.1490043437281394,6.0014148779611505,2.8707357833793057
0.0,19.58,0,0.871,4.926,95.7,1.4608,5,14.7,14.6,0,1.2145031649491107,6.0014148779611505,3.4187098067467865
0.0,19.58,0,0.871,5.186,93.8,1.5296,5,14.7,17.8,0,1.2032695571055652,6.0014148779611505,3.3782698770184507
0.0,19.58,0,0.871,5.597,94.9,1.5257,5,14.7,15.4,0,1.317472010807663,6.0014148779611505,3.1112906141882632
0.0,19.58,0,0.871,6.122,97.3,1.618,5,14.7,21.5,0,0.977047109716266,6.0014148779611505,2.714694743820879
0.0,19.58,0,0.871,5.404,100.0,1.5916,5,14.7,19.6,0,0.9148176474178114,6.0014148779611505,2.658859956911438
0.0,19.58,0,0.871,5.012,88.0,1.6102,5,14.7,15.3,0,0.754515055507092,6.0014148779611505,2.574137783515943
0.0,19.58,0,0.871,5.709,98.5,1.6232,5,14.7,19.4,0,1.1471421014887528,6.0014148779611505,2.8207834710894493
0.0,19.58,0,0.871,6.129,96.0,1.7494,5,14.7,17.0,0,0.8812229832136547,6.0014148779611505,2.780060737078482
0.0,19.58,0,0.871,6.152,82.6,1.7455,5,14.7,15.6,0,1.5118272886363335,6.0014148779611505,2.7738379416402132
0.0,19.58,0,0.871,5.272,94.0,1.7364,5,14.7,13.1,0,1.2374114488766446,6.0014148779611505,2.8414149131696336
0.0,19.58,0,0.605,6.943,97.4,1.8773,5,14.7,36.962500000000006,0,0.7991185096332698,6.0014148779611505,1.7209792871670078
0.0,19.58,0,0.605,6.066,100.0,1.7573,5,14.7,24.3,0,0.8513638686748988,6.0014148779611505,2.005525858729668
0.0,19.58,0,0.871,6.51,100.0,1.7659,5,14.7,23.3,0,0.8858397717781171,6.0014148779611505,2.127040520479115
0.0,19.58,0,0.605,6.25,92.6,1.7984,5,14.7,27.0,0,0.8213029001101178,6.0014148779611505,1.8718021769015913
0.0,19.58,0,0.605,7.489,90.8,1.9709,5,14.7,36.962500000000006,0,0.9015262716731895,6.0014148779611505,1.0043016091968684
0.0,19.58,0,0.605,7.730500000000001,98.2,2.0407,5,14.7,36.962500000000006,0,1.0416079806003153,6.0014148779611505,1.0715836162801904
0.0,19.58,0,0.605,7.730500000000001,93.9,2.162,5,14.7,36.962500000000006,0,0.9238699369975489,6.0014148779611505,1.463255402256019
0.0,19.58,0,0.605,5.854,91.8,2.422,5,14.7,22.7,0,1.176301459715032,6.0014148779611505,2.5368663887187113
0.0,19.58,0,0.605,6.101,93.0,2.2834,5,14.7,25.0,0,1.3671115417031166,6.0014148779611505,2.3804716316511167
0.0,19.58,0,0.605,7.730500000000001,96.2,2.0459,5,14.7,36.962500000000006,0,1.1020031996922046,6.0014148779611505,1.547562508716013
0.0,19.58,0,0.605,5.877,79.2,2.4259,5,14.7,23.8,0,1.0297194121814914,6.0014148779611505,2.5756610130564646
0.0,19.58,0,0.605,6.319,96.1,2.1,5,14.7,23.8,0,1.194043673248051,6.0014148779611505,2.4932054526026954
0.0,19.58,0,0.605,6.402,95.2,2.2625,5,14.7,22.3,0,1.2382379898788045,6.0014148779611505,2.511223958105374
0.0,19.58,0,0.605,5.875,94.6,2.4259,5,14.7,17.4,0,0.7918244127486899,6.0014148779611505,2.7363136663750693
0.0,19.58,0,0.605,5.88,97.3,2.3887,5,14.7,19.1,0,1.1981257435340087,6.0014148779611505,2.567254391136754
0.0,4.05,0,0.51,5.572,88.5,2.5961,5,16.6,23.1,0,0.13027359174921221,5.6937321388027,2.753023566744941
0.0,4.05,0,0.51,6.416,84.1,2.6463,5,16.6,23.6,0,0.08780939182440828,5.6937321388027,2.306577114263583
0.0,4.05,0,0.51,5.859,68.7,2.7019,5,16.6,22.6,0,0.08109138838488845,5.6937321388027,2.3646204839134985
0.0,4.05,0,0.51,6.546,33.1,3.1323,5,16.6,29.4,0,0.06451352082506596,5.6937321388027,1.8453002361560848
0.0,4.05,0,0.51,6.02,47.2,3.5549,5,16.6,23.2,0,0.06786423481612996,5.6937321388027,2.4078456036515385
0.0,4.05,0,0.51,6.315,73.4,3.3175,5,16.6,24.6,0,0.05282961364453219,5.6937321388027,1.986503546020567
0.0,4.05,0,0.51,6.86,74.4,2.9153,5,16.6,29.9,0,0.06430724439516707,5.6937321388027,2.0693912058263346
0.0,2.46,0,0.488,6.98,58.4,2.829,3,17.8,36.962500000000006,0,0.05619127964974249,5.267858159063328,1.7984040119467235
0.0,2.46,0,0.488,7.730500000000001,83.3,2.741,3,17.8,36.962500000000006,0,0.06380074905066188,5.267858159063328,2.1471001901536506
0.0,2.46,0,0.488,6.144,62.2,2.5979,3,17.8,36.2,0,0.06661137129850153,5.267858159063328,2.34660197841082
0.0,2.46,0,0.488,7.155,92.2,2.7006,3,17.8,36.962500000000006,0,0.087122204181403,5.267858159063328,1.7613002617433464
0.0,2.46,0,0.488,6.563,95.6,2.847,3,17.8,32.5,0,0.09538290443255226,5.267858159063328,1.8991179875485542
0.0,2.46,0,0.488,5.604,89.8,2.9879,3,17.8,26.4,0,0.07980883417341514,5.267858159063328,2.7067159780890733
0.0,2.46,0,0.488,6.153,68.8,3.2797,3,17.8,29.6,0,0.058712206079331676,5.267858159063328,2.649714624089247
0.0,2.46,0,0.488,7.730500000000001,53.6,3.1992,3,17.8,36.962500000000006,0,0.05450712449866107,5.267858159063328,1.6956156086751528
31.25,3.44,0,0.437,6.782,41.1,3.7886,5,15.2,32.0,0,0.07580296341550066,5.988961416889864,2.038619547159581
31.25,3.44,0,0.437,6.556,29.1,4.5667,5,15.2,29.8,0,0.11848501143594592,5.988961416889864,1.715598108262491
31.25,3.44,0,0.437,7.185,38.9,4.5667,5,15.2,34.9,0,0.08038111194681245,5.988961416889864,1.8547342683894434
31.25,3.44,0,0.437,6.951,21.5,6.4798,5,15.2,36.962500000000006,0,0.08680135493654229,5.988961416889864,1.8082887711792655
31.25,3.44,0,0.437,6.739,30.8,6.4798,5,15.2,30.5,0,0.06682652665553059,5.988961416889864,1.7387102481382397
31.25,3.44,0,0.437,7.178,26.3,6.4798,5,15.2,36.4,0,0.08309036653209825,5.988961416889864,1.3532545070416904
31.25,2.93,0,0.401,6.8,9.9,6.2196,1,15.6,31.1,0,0.021634282125149704,5.583496308781699,1.7967470107390942
31.25,2.93,0,0.401,6.604,18.8,6.2196,1,15.6,29.1,0,0.01428744660806955,5.583496308781699,1.682688374173693
31.25,0.46,0,0.422,7.730500000000001,32.0,5.6484,4,14.4,36.962500000000006,0,0.01371551088594122,5.545177444479562,1.3787660946990992
31.25,1.52,0,0.404,7.287,34.1,7.309,2,13.199999999999998,33.3,0,0.039326476790879826,5.799092654460526,1.6253112615903906
31.25,1.52,0,0.404,7.107,36.6,7.309,2,13.199999999999998,30.3,0,0.04560414180501583,5.799092654460526,2.262804222982201
31.25,1.52,0,0.404,7.274,38.3,7.309,2,13.199999999999998,34.6,0,0.036987452050280596,5.799092654460526,2.030776369698555
31.25,1.47,0,0.403,6.975,15.3,7.6534,3,17.0,34.9,0,0.03101405352916946,5.998936561946683,1.715598108262491
31.25,1.47,0,0.403,7.135,13.9,7.6534,3,17.0,32.9,0,0.017623784753549428,5.998936561946683,1.6956156086751528
31.25,2.03,0,0.415,6.162,38.4,6.27,2,14.7,24.1,0,0.0338698845076152,5.855071922202427,2.131796772013764
31.25,2.03,0,0.415,7.61,15.7,6.27,2,14.7,36.962500000000006,0,0.021536417530524612,5.855071922202427,1.413423028508143
31.25,2.68,0,0.4161,7.730500000000001,33.2,5.118,4,14.7,36.962500000000006,0,0.034498040407567446,5.41610040220442,1.57069708411767
31.25,2.68,0,0.4161,7.730500000000001,31.9,5.118,4,14.7,36.962500000000006,0,0.019890858697792765,5.41610040220442,1.355835153635182
0.0,10.59,0,0.489,5.891,22.3,3.9454,4,18.6,22.6,0,0.12788297027984558,5.627621113690637,2.4740142086215764
0.0,10.59,0,0.489,6.326,52.5,4.3549,4,18.6,24.4,0,0.20676210509846787,5.627621113690637,2.482403519569882
0.0,10.59,0,0.489,5.783,72.7,4.3549,4,18.6,22.5,0,0.22473428542556148,5.627621113690637,2.947591898226056
0.0,10.59,0,0.489,6.064,59.1,4.2392,4,18.6,24.4,0,0.12739887713087175,5.627621113690637,2.751109690562657
0.0,10.59,0,0.489,5.344,100.0,3.875,4,18.6,20.0,0,0.3616595003706892,5.627621113690637,3.18179681662678
0.0,10.59,0,0.489,5.96,92.1,3.8771,4,18.6,21.7,0,0.1608084674913248,5.627621113690637,2.9052603703899154
0.0,10.59,0,0.489,5.404,88.6,3.665,4,18.6,19.3,0,0.31902084300745703,5.627621113690637,3.2180755046974316
